"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","5/109","130/5433",0.0384615384615385,1.91707833450953,1.51422845259917,0.119277415260695,0.96047757638386,0.96047757638386,"7430/27086/894/1786/57521",5
"Genetic Information Processing","Transcription","hsa03020","RNA polymerase","2/109","30/5433",0.0666666666666667,3.32293577981651,1.82538489820996,0.120780854857634,0.96047757638386,0.96047757638386,"25885/5430",2
"Cellular Processes","Transport and catabolism","hsa04136","Autophagy - other","2/109","31/5433",0.0645161290322581,3.21574430304824,1.77009797216407,0.127490604404322,0.96047757638386,0.96047757638386,"57521/30849",2
"Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","5/109","133/5433",0.037593984962406,1.87383596606194,1.4597951206111,0.127957119953456,0.96047757638386,0.96047757638386,"10075/10401/7428/84447/1642",5
"Genetic Information Processing","Transcription","hsa03022","Basal transcription factors","2/109","35/5433",0.0571428571428571,2.84823066841415,1.56945135980271,0.155133092398496,0.96047757638386,0.96047757638386,"2959/83860",2
"Genetic Information Processing","Folding, sorting and degradation","hsa03018","RNA degradation","3/109","70/5433",0.0428571428571429,2.13617300131062,1.3688746871928,0.165105254284362,0.96047757638386,0.96047757638386,"3313/5394/10766",3
"Organismal Systems","Digestive system","hsa04971","Gastric acid secretion","2/109","40/5433",0.05,2.49220183486239,1.35524078012548,0.191075282677896,0.96047757638386,0.96047757638386,"7430/476",2
"Genetic Information Processing","Replication and repair","hsa03410","Base excision repair","2/109","43/5433",0.0465116279069767,2.31832728824408,1.24175864758276,0.213142215943904,0.96047757638386,0.96047757638386,"5981/142",2
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","1/109","12/5433",0.0833333333333333,4.15366972477064,1.56473657633198,0.216079658667363,0.96047757638386,0.96047757638386,"790",1
"Metabolism","Lipid metabolism","hsa00061","Fatty acid biosynthesis","1/109","13/5433",0.0769230769230769,3.83415666901905,1.46376039740646,0.231841938173959,0.96047757638386,0.96047757638386,"2194",1
"Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","1/109","14/5433",0.0714285714285714,3.56028833551769,1.37235802470293,0.247290135358283,0.96047757638386,0.96047757638386,"476",1
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","2/109","49/5433",0.0408163265306122,2.03445047743868,1.04070903514048,0.257870786479439,0.96047757638386,0.96047757638386,"790/6240",2
"Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","2/109","49/5433",0.0408163265306122,2.03445047743868,1.04070903514048,0.257870786479439,0.96047757638386,0.96047757638386,"6480/4249",2
"Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","3/109","91/5433",0.032967032967033,1.64321000100817,0.885310569091235,0.275328811594157,0.96047757638386,0.96047757638386,"4775/3326/4772",3
"Metabolism","Glycan biosynthesis and metabolism","hsa00531","Glycosaminoglycan degradation","1/109","16/5433",0.0625,3.11525229357798,1.21231884004563,0.277268968077775,0.96047757638386,0.96047757638386,"138050",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","1/109","17/5433",0.0588235294117647,2.93200215866163,1.14147616211042,0.291811645293858,0.96047757638386,0.96047757638386,"79717",1
"Organismal Systems","Digestive system","hsa04980","Cobalamin transport and metabolism","1/109","17/5433",0.0588235294117647,2.93200215866163,1.14147616211042,0.291811645293858,0.96047757638386,0.96047757638386,"3054",1
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","3/109","96/5433",0.03125,1.55762614678899,0.78868621612503,0.302855008550784,0.96047757638386,0.96047757638386,"4775/4772/476",3
"Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","1/109","18/5433",0.0555555555555556,2.76911314984709,1.07563949194989,0.306064328207996,0.96047757638386,0.96047757638386,"9550",1
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","3/109","102/5433",0.0294117647058824,1.46600107933081,0.679761828417723,0.336055495557045,0.96047757638386,0.96047757638386,"3326/7341/6613",3
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","5/109","192/5433",0.0260416666666667,1.29802178899083,0.601541588200741,0.341356870590316,0.96047757638386,0.96047757638386,"4775/894/4772/64784/8295",5
"Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","1/109","21/5433",0.0476190476190476,2.3735255570118,0.902280568069748,0.347139155014206,0.96047757638386,0.96047757638386,"78991",1
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","1/109","22/5433",0.0454545454545455,2.26563803169308,0.851052195259431,0.360288052298658,0.96047757638386,0.96047757638386,"790",1
"Metabolism","Metabolism of cofactors and vitamins","hsa00860","Porphyrin metabolism","1/109","23/5433",0.0434782608695652,2.16713203031512,0.802526495312238,0.373174506244222,0.96047757638386,0.96047757638386,"2058",1
"Organismal Systems","Excretory system","hsa04960","Aldosterone-regulated sodium reabsorption","1/109","23/5433",0.0434782608695652,2.16713203031512,0.802526495312238,0.373174506244222,0.96047757638386,0.96047757638386,"476",1
"Genetic Information Processing","Folding, sorting and degradation","hsa04141","Protein processing in endoplasmic reticulum","4/109","156/5433",0.0256410256410256,1.27805222300635,0.504160979825172,0.382450375415259,0.96047757638386,0.96047757638386,"3326/22872/10525/84447",4
"Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","3/109","111/5433",0.027027027027027,1.34713612695264,0.528686199700811,0.385684230025075,0.96047757638386,0.96047757638386,"790/79717/2058",3
"Environmental Information Processing","Signal transduction","hsa04310","Wnt signaling pathway","3/109","113/5433",0.0265486725663717,1.32329300966144,0.496882642702268,0.396620736881616,0.96047757638386,0.96047757638386,"4775/894/4772",3
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","4/109","160/5433",0.025,1.24610091743119,0.45208327929903,0.400805213208366,0.96047757638386,0.96047757638386,"894/2959/1642/7874",4
"Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","3/109","114/5433",0.0263157894736842,1.31168517624336,0.481202288869407,0.402070861699995,0.96047757638386,0.96047757638386,"2959/11273/30849",3
"Organismal Systems","Digestive system","hsa04973","Carbohydrate digestion and absorption","1/109","28/5433",0.0357142857142857,1.78014416775885,0.592147825584445,0.433848279744811,0.96047757638386,0.96047757638386,"476",1
"Cellular Processes","Cell growth and death","hsa04210","Apoptosis","3/109","120/5433",0.025,1.24610091743119,0.390039017663938,0.43446546667191,0.96047757638386,0.96047757638386,"835/142/6709",3
"Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","2/109","74/5433",0.027027027027027,1.34713612695264,0.430177707918806,0.439751606591221,0.96047757638386,0.96047757638386,"7430/2909",2
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","4/109","170/5433",0.0235294117647059,1.17280086346465,0.327512432138798,0.446238021747777,0.96047757638386,0.96047757638386,"4775/4772/9730/1642",4
"Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","2/109","75/5433",0.0266666666666667,1.32917431192661,0.410704366040727,0.446590289012456,0.96047757638386,0.96047757638386,"4775/4772",2
"Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","3/109","123/5433",0.024390243902439,1.21570821212799,0.346215159897344,0.450431408334732,0.96047757638386,0.96047757638386,"9681/9550/57521",3
"Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","3/109","123/5433",0.024390243902439,1.21570821212799,0.346215159897344,0.450431408334732,0.96047757638386,0.96047757638386,"6711/476/6709",3
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","2/109","76/5433",0.0263157894736842,1.31168517624336,0.391504020968932,0.453382971095683,0.96047757638386,0.96047757638386,"4775/4772",2
"Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","1/109","31/5433",0.032258064516129,1.60787215152412,0.485612559746895,0.467420184447882,0.96047757638386,0.96047757638386,"5832",1
