ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-378i	hsa-miR-378i	hsa-miR-378i	MIMAT0019074	Endogenous1	73.75	89.72	91.2	90.17	111.64	62.7	94.77	93.14	60.39	70.87	72.8	59.59	88.21	77.09	93.87	92.84	68.77	67.56	94.81	87.58		
hsa-miR-379-5p	hsa-miR-379-5p	hsa-miR-379-5p	MIMAT0000733	Endogenous1	45.59	39.11	63.69	54.89	56.34	61.31	50.77	29.86	56	30.24	38.6	46.91	38.77	58.21	27.91	27.05	47.05	51.75	42.5	38.32		
hsa-miR-380-3p	hsa-miR-380-3p	hsa-miR-380-3p	MIMAT0000735	Endogenous1	34.87	23.01	47.77	30.06	34.43	39.01	27.08	22.04	32.94	36.85	33.09	21.55	25.2	56.64	27.91	13.89	22.92	35.94	27.24	31.47		
hsa-miR-381-3p	hsa-miR-381-3p	hsa-miR-381-3p	MIMAT0000736	Endogenous1	38.89	23.01	21.71	19.6	28.17	22.29	13.54	22.04	34.04	32.13	19.85	19.02	10.66	42.48	27.91	24.86	9.65	20.12	13.08	30.11		
hsa-miR-381-5p	hsa-miR-381-5p	hsa-miR-381-5p	MIMAT0022862	Endogenous1	34.87	13.8	43.43	26.14	27.13	45.98	49.07	12.8	32.94	33.07	25.37	36.77	13.57	36.19	19.45	14.62	18.1	31.62	30.51	27.37		
hsa-miR-382-3p	hsa-miR-382-3p	hsa-miR-382-3p	MIMAT0022697	Endogenous1	12.07	15.34	28.95	28.75	33.39	32.05	33.84	9.24	28.55	18.9	27.57	27.89	18.42	23.6	12.69	13.89	18.1	31.62	17.44	24.63		
hsa-miR-382-5p	hsa-miR-382-5p	hsa-miR-382-5p	MIMAT0000737	Endogenous1	32.18	23.01	27.5	19.6	33.39	20.9	18.61	22.04	28.55	20.79	14.34	32.97	17.45	39.33	22.83	23.39	12.06	23	15.26	32.84		
hsa-miR-383-5p	hsa-miR-383-5p	hsa-miR-383-5p	MIMAT0000738	Endogenous1	6.7	15.34	18.82	18.3	26.08	20.9	16.92	7.82	17.57	20.79	12.13	10.14	16.48	22.03	16.07	5.12	12.06	14.37	7.63	17.79		
hsa-miR-384	hsa-miR-384	hsa-miR-384	MIMAT0001075	Endogenous1	28.16	16.1	30.4	27.44	38.6	22.29	32.15	13.51	31.84	28.35	18.75	30.43	21.33	25.17	21.14	13.89	25.34	27.31	16.35	17.79		
hsa-miR-3916	hsa-miR-3916	hsa-miR-3916	MIMAT0018190	Endogenous1	28.16	19.17	10.13	10.45	22.95	22.29	13.54	7.82	16.47	15.12	12.13	8.88	16.48	18.88	14.38	10.23	12.06	10.06	6.54	12.32		
hsa-miR-3918	hsa-miR-3918	hsa-miR-3918	MIMAT0018192	Endogenous1	22.8	10.74	17.37	19.6	22.95	18.11	30.46	9.95	31.84	18.9	11.03	22.82	14.54	33.04	17.76	8.77	20.51	20.12	10.9	15.05		
hsa-miR-3928-3p	hsa-miR-3928-3p	hsa-miR-3928-3p	MIMAT0018205	Endogenous1	50.96	30.67	26.06	26.14	36.52	30.65	16.92	24.18	56	37.8	13.24	24.09	26.17	45.63	28.75	27.05	22.92	17.25	29.42	32.84		
hsa-miR-3934-5p	hsa-miR-3934-5p	hsa-miR-3934-5p	MIMAT0018349	Endogenous1	25.48	17.64	34.74	40.51	43.82	43.19	27.08	13.51	32.94	24.57	17.65	27.89	21.33	26.75	18.61	13.89	32.58	23	26.15	16.42		
hsa-miR-409-3p	hsa-miR-409-3p	hsa-miR-409-3p	MIMAT0001639	Endogenous1	18.77	12.27	18.82	14.38	29.21	18.11	20.31	13.51	18.67	13.23	9.93	17.75	9.69	15.73	11.84	5.12	10.86	14.37	10.9	19.16		
hsa-miR-409-5p	hsa-miR-409-5p	hsa-miR-409-5p	MIMAT0001638	Endogenous1	8.05	9.2	26.06	18.3	19.82	30.65	13.54	10.67	16.47	17.95	12.13	20.29	9.69	14.16	6.77	6.58	12.06	18.69	11.99	12.32		
hsa-miR-410-3p	hsa-miR-410-3p	hsa-miR-410-3p	MIMAT0002171	Endogenous1	36.21	19.17	24.61	31.36	34.43	36.23	38.92	19.91	36.23	28.35	36.4	25.36	14.54	26.75	27.91	18.28	28.96	43.12	23.98	24.63		
hsa-miR-411-5p	hsa-miR-411-5p	hsa-miR-411-5p	MIMAT0003329	Endogenous1	34.87	44.48	34.74	48.35	44.86	39.01	49.07	19.2	46.11	53.86	25.37	50.72	28.11	50.35	26.22	24.12	32.58	30.19	19.62	34.21		
hsa-miR-412-3p	hsa-miR-412-3p	hsa-miR-412-3p	MIMAT0002170	Endogenous1	41.57	12.27	28.95	30.06	35.47	51.55	25.38	14.22	32.94	35.91	19.85	31.7	18.42	47.2	31.29	16.81	21.72	31.62	20.71	21.89		
hsa-miR-421	hsa-miR-421	hsa-miR-421	MIMAT0003339	Endogenous1	61.69	108.12	43.43	82.33	74.08	73.84	64.31	107.37	81.25	80.32	65.07	71	52.34	80.24	70.19	65.06	76.01	58.94	53.4	86.21		
hsa-miR-422a	hsa-miR-422a	hsa-miR-422a	MIMAT0001339	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-423-3p	hsa-miR-423-3p	hsa-miR-423-3p	MIMAT0001340	Endogenous1	44.25	57.51	52.11	70.57	67.82	72.45	57.54	89.59	50.51	58.59	49.63	64.66	53.31	47.2	71.04	60.68	63.94	70.44	58.85	58.84		
hsa-miR-423-5p	hsa-miR-423-5p	hsa-miR-423-5p	MIMAT0004748	Endogenous1	72.41	161.04	81.06	83.64	107.47	96.14	64.31	110.21	105.4	130.41	125.74	78.61	118.26	92.83	86.26	110.39	76.01	71.87	73.02	106.74		
hsa-miR-424-5p	hsa-miR-424-5p	hsa-miR-424-5p	MIMAT0001341	Endogenous1	332.57	151.07	241.75	143.76	86.6	181.13	340.14	197.67	109.8	139.86	317.65	220.61	339.27	165.2	246.95	390.38	354.71	303.3	638.62	157.37		
hsa-miR-425-5p	hsa-miR-425-5p	hsa-miR-425-5p	MIMAT0003393	Endogenous1	50.96	69.02	50.67	64.04	58.43	52.95	42.31	109.5	59.29	45.36	68.38	69.73	64.95	47.2	82.03	72.37	55.5	60.37	58.85	78		
hsa-miR-4284	hsa-miR-4284	hsa-miR-4284	MIMAT0016915	Endogenous1	5.36	14.57	26.06	24.83	24	34.83	15.23	9.95	20.86	13.23	12.13	11.41	9.69	33.04	16.07	16.08	9.65	8.62	7.63	15.05		
hsa-miR-4286	hsa-miR-4286	hsa-miR-4286	MIMAT0016916	Endogenous1	42.91	42.18	63.69	37.9	42.78	47.37	35.54	54.75	47.21	43.47	54.05	40.57	38.77	62.93	48.21	49.71	50.67	43.12	38.14	58.84		
hsa-miR-429	hsa-miR-429	hsa-miR-429	MIMAT0001536	Endogenous1	16.09	16.1	20.27	10.45	18.78	25.08	20.31	12.09	20.86	7.56	7.72	21.55	5.82	18.88	14.38	13.16	10.86	21.56	7.63	19.16		
hsa-miR-431-5p	hsa-miR-431-5p	hsa-miR-431-5p	MIMAT0001625	Endogenous1	26.82	8.44	10.13	11.76	11.48	12.54	10.15	12.09	20.86	15.12	9.93	20.29	3.88	31.47	18.61	12.43	10.86	1.44	4.36	13.68		
hsa-miR-432-5p	hsa-miR-432-5p	hsa-miR-432-5p	MIMAT0002814	Endogenous1	30.84	18.4	34.74	27.44	33.39	43.19	23.69	16.35	21.96	14.17	20.96	36.77	29.08	44.05	24.53	14.62	25.34	28.75	17.44	31.47		
hsa-miR-433-3p	hsa-miR-433-3p	hsa-miR-433-3p	MIMAT0001627	Endogenous1	17.43	13.8	34.74	35.29	35.47	30.65	49.07	14.22	20.86	24.57	17.65	22.82	18.42	18.88	20.3	12.43	28.96	24.44	17.44	15.05		
hsa-miR-433-5p	hsa-miR-433-5p	hsa-miR-433-5p	MIMAT0026554	Endogenous1	26.82	22.24	30.4	26.14	45.91	37.62	18.61	19.2	36.23	30.24	22.06	17.75	18.42	37.76	22.83	14.62	21.72	20.12	11.99	21.89		
hsa-miR-4421	hsa-miR-4421	hsa-miR-4421	MIMAT0018934	Endogenous1	20.11	9.2	18.82	35.29	24	27.87	10.15	9.24	13.18	12.28	15.44	20.29	9.69	11.01	11.84	10.23	20.51	11.5	10.9	28.74		
hsa-miR-4425	hsa-miR-4425	hsa-miR-4425	MIMAT0018940	Endogenous1	21.46	25.31	21.71	19.6	18.78	19.51	28.77	14.22	36.23	20.79	19.85	22.82	21.33	31.47	16.91	14.62	8.45	21.56	13.08	16.42		
hsa-miR-4431	hsa-miR-4431	hsa-miR-4431	MIMAT0018947	Endogenous1	21.46	23.77	27.5	14.38	20.87	18.11	16.92	14.93	28.55	30.24	20.96	20.29	16.48	33.04	21.99	16.08	19.3	24.44	11.99	27.37		
hsa-miR-4435	hsa-miR-4435	hsa-miR-4435	MIMAT0018951	Endogenous1	24.14	20.7	18.82	13.07	26.08	13.93	11.85	8.53	25.25	21.73	12.13	11.41	10.66	34.61	16.07	19.01	18.1	21.56	8.72	19.16		
hsa-miR-4443	hsa-miR-4443	hsa-miR-4443	MIMAT0018961	Endogenous1	170.31	98.16	354.66	389.45	324.49	397.09	299.53	106.65	151.52	126.63	498.54	348.67	185.14	160.48	222.42	189.34	410.2	291.8	175.46	206.63		
hsa-miR-4448	hsa-miR-4448	hsa-miR-4448	MIMAT0018967	Endogenous1	21.46	16.1	5.79	16.99	22.95	19.51	25.38	12.8	27.45	18.9	16.54	22.82	11.63	29.89	10.99	11.7	7.24	11.5	16.35	20.53		
hsa-miR-4451	hsa-miR-4451	hsa-miR-4451	MIMAT0018973	Endogenous1	44.25	33.74	20.27	19.6	22.95	34.83	22	23.46	58.19	26.46	15.44	19.02	11.63	64.51	37.21	23.39	15.68	12.94	21.8	57.47		
hsa-miR-4454+hsa-miR-7975	hsa-miR-4454+hsa-miR-7975	hsa-miR-4454+hsa-miR-7975	MIMAT0018976	Endogenous1	3638.13	6363.25	2129.39	2374.59	3180.19	2546.95	3222.02	7927.28	4905.69	5851.29	5824.73	1942.41	2757.74	2975.13	4532.12	8202.39	2647.03	2462.37	4394.03	5677.54		
hsa-miR-4455	hsa-miR-4455	hsa-miR-4455	MIMAT0018977	Endogenous1	68.39	35.27	57.9	39.21	56.34	76.63	49.07	29.15	52.7	54.81	30.88	35.5	31.02	66.08	30.45	29.24	33.78	41.69	31.6	45.16		
hsa-miR-4458	hsa-miR-4458	hsa-miR-4458	MIMAT0018980	Endogenous1	17.43	14.57	20.27	15.68	18.78	18.11	10.15	14.22	27.45	17.01	9.93	13.95	10.66	20.45	21.14	11.7	3.62	17.25	9.81	6.84		
hsa-miR-4461	hsa-miR-4461	hsa-miR-4461	MIMAT0018983	Endogenous1	37.55	21.47	18.82	18.3	26.08	25.08	20.31	10.67	39.53	26.46	17.65	29.16	14.54	36.19	26.22	19.01	16.89	17.25	11.99	38.32		
hsa-miR-448	hsa-miR-448	hsa-miR-448	MIMAT0001532	Endogenous1	33.52	22.24	18.82	32.67	35.47	34.83	28.77	14.93	20.86	26.46	24.27	39.3	17.45	55.07	23.68	17.55	21.72	18.69	15.26	24.63		
hsa-miR-4485-3p	hsa-miR-4485-3p	hsa-miR-4485-3p	MIMAT0019019	Endogenous1	18.77	11.5	21.71	23.52	24	36.23	6.77	17.06	21.96	22.68	20.96	17.75	15.51	34.61	23.68	12.43	20.51	15.81	15.26	12.32		
hsa-miR-4488	hsa-miR-4488	hsa-miR-4488	MIMAT0019022	Endogenous1	34.87	13.04	28.95	33.98	31.3	47.37	28.77	16.35	24.16	34.96	13.24	21.55	15.51	34.61	27.91	12.43	24.13	23	11.99	20.53		
hsa-miR-449a	hsa-miR-449a	hsa-miR-449a	MIMAT0001541	Endogenous1	26.82	16.87	23.16	23.52	16.69	30.65	27.08	13.51	16.47	16.06	20.96	29.16	11.63	26.75	18.61	3.66	15.68	17.25	8.72	19.16		
hsa-miR-449b-5p	hsa-miR-449b-5p	hsa-miR-449b-5p	MIMAT0003327	Endogenous1	37.55	18.4	40.53	40.51	55.3	37.62	38.92	12.09	28.55	22.68	40.81	36.77	16.48	47.2	32.98	17.55	31.37	37.37	28.33	10.95		
hsa-miR-449c-5p	hsa-miR-449c-5p	hsa-miR-449c-5p	MIMAT0010251	Endogenous1	28.16	20.7	13.03	18.3	16.69	16.72	23.69	12.8	35.13	18.9	25.37	19.02	11.63	42.48	16.07	8.77	21.72	11.5	9.81	23.26		
hsa-miR-450a-1-3p	hsa-miR-450a-1-3p	hsa-miR-450a-1-3p	MIMAT0022700	Endogenous1	26.82	18.4	28.95	20.91	25.04	23.69	22	20.62	34.04	33.07	24.27	27.89	16.48	40.91	23.68	10.97	24.13	27.31	23.98	32.84		
hsa-miR-450a-2-3p	hsa-miR-450a-2-3p	hsa-miR-450a-2-3p	MIMAT0031074	Endogenous1	42.91	19.94	18.82	16.99	28.17	26.47	30.46	17.06	37.33	28.35	15.44	24.09	15.51	39.33	19.45	18.28	19.3	11.5	11.99	27.37		
hsa-miR-450a-5p	hsa-miR-450a-5p	hsa-miR-450a-5p	MIMAT0001545	Endogenous1	236.02	354.28	167.92	112.39	83.47	174.16	218.3	373.29	207.51	253.25	175.37	120.45	180.3	217.12	219.04	369.91	203.9	166.75	191.8	275.05		
hsa-miR-450b-3p	hsa-miR-450b-3p	hsa-miR-450b-3p	MIMAT0004910	Endogenous1	38.89	17.64	36.19	28.75	38.6	36.23	30.46	14.93	35.13	23.62	28.68	34.23	24.23	51.92	29.6	12.43	19.3	21.56	18.53	38.32		
hsa-miR-450b-5p	hsa-miR-450b-5p	hsa-miR-450b-5p	MIMAT0004909	Endogenous1	32.18	26.84	26.06	31.36	35.47	33.44	28.77	19.2	30.74	12.28	24.27	29.16	17.45	15.73	22.83	19.74	21.72	21.56	16.35	19.16		
hsa-miR-4516	hsa-miR-4516	hsa-miR-4516	MIMAT0019053	Endogenous1	77.78	207.05	131.73	77.11	79.3	105.89	71.07	132.96	158.11	181.44	223.9	173.7	166.72	136.88	151.38	203.23	127.89	159.56	275.72	281.89		
hsa-miR-451a	hsa-miR-451a	hsa-miR-451a	MIMAT0001631	Endogenous1	447.89	111.96	108.57	355.47	78.25	78.02	321.53	74.66	81.25	2973.84	134.56	314.44	318.91	350.85	267.24	375.76	550.16	692.86	367.26	470.73		
hsa-miR-452-5p	hsa-miR-452-5p	hsa-miR-452-5p	MIMAT0001635	Endogenous1	16.09	12.27	20.27	15.68	22.95	36.23	30.46	7.11	14.27	17.01	17.65	22.82	12.6	20.45	6.77	5.85	21.72	21.56	17.44	15.05		
hsa-miR-4521	hsa-miR-4521	hsa-miR-4521	MIMAT0019058	Endogenous1	20.11	10.74	20.27	11.76	17.74	13.93	8.46	13.51	24.16	20.79	11.03	15.21	10.66	22.03	10.99	10.97	19.3	10.06	3.27	21.89		
hsa-miR-4524a-5p	hsa-miR-4524a-5p	hsa-miR-4524a-5p	MIMAT0019062	Endogenous1	6.7	9.97	13.03	11.76	20.87	15.33	11.85	4.27	19.76	16.06	9.93	8.88	7.75	22.03	10.99	2.92	21.72	14.37	8.72	15.05		
hsa-miR-4531	hsa-miR-4531	hsa-miR-4531	MIMAT0019070	Endogenous1	40.23	26.84	30.4	23.52	29.21	20.9	27.08	20.62	40.62	26.46	22.06	16.48	6.79	33.04	41.44	19.01	20.51	25.87	9.81	30.11		
hsa-miR-4532	hsa-miR-4532	hsa-miR-4532	MIMAT0019071	Endogenous1	18.77	5.37	21.71	22.22	16.69	23.69	23.69	11.38	23.06	18.9	16.54	25.36	9.69	25.17	8.46	9.5	14.48	17.25	11.99	16.42		
hsa-miR-4536-3p	hsa-miR-4536-3p	hsa-miR-4536-3p	MIMAT0020959	Endogenous1	59	15.34	24.61	26.14	24	26.47	22	19.91	38.43	38.74	26.47	39.3	13.57	55.07	21.99	22.66	21.72	34.5	22.89	27.37		
hsa-miR-4536-5p	hsa-miR-4536-5p	hsa-miR-4536-5p	MIMAT0019078	Endogenous1	128.74	46.78	70.93	66.65	62.6	69.67	94.77	34.84	86.74	85.99	34.19	60.86	48.47	106.99	59.2	40.94	61.53	73.31	45.77	79.37		
hsa-miR-454-3p	hsa-miR-454-3p	hsa-miR-454-3p	MIMAT0003885	Endogenous1	63.03	70.55	59.35	36.59	65.73	40.41	38.92	99.54	62.58	54.81	79.41	44.38	48.47	59.79	68.5	70.91	51.88	50.31	32.69	61.58		
hsa-miR-455-3p	hsa-miR-455-3p	hsa-miR-455-3p	MIMAT0004784	Endogenous1	30.84	15.34	13.03	11.76	12.52	20.9	20.31	7.11	25.25	23.62	9.93	8.88	10.66	25.17	21.14	11.7	10.86	8.62	8.72	10.95		
hsa-miR-455-5p	hsa-miR-455-5p	hsa-miR-455-5p	MIMAT0003150	Endogenous1	24.14	19.94	31.85	28.75	22.95	26.47	28.77	15.64	32.94	28.35	22.06	16.48	14.54	18.88	20.3	11.7	21.72	25.87	9.81	19.16		
hsa-miR-4647	hsa-miR-4647	hsa-miR-4647	MIMAT0019709	Endogenous1	14.75	16.1	28.95	40.51	31.3	30.65	25.38	17.06	14.27	18.9	19.85	11.41	17.45	37.76	23.68	6.58	18.1	15.81	9.81	26		
hsa-miR-4707-3p	hsa-miR-4707-3p	hsa-miR-4707-3p	MIMAT0019808	Endogenous1	33.52	19.17	26.06	27.44	26.08	36.23	28.77	15.64	36.23	23.62	17.65	15.21	15.51	28.32	22.83	21.2	15.68	28.75	16.35	17.79		
hsa-miR-4707-5p	hsa-miR-4707-5p	hsa-miR-4707-5p	MIMAT0019807	Endogenous1	63.03	27.61	33.29	33.98	37.56	32.05	38.92	21.33	51.6	41.58	20.96	31.7	17.45	45.63	28.75	25.59	20.51	28.75	22.89	30.11		
hsa-miR-4741	hsa-miR-4741	hsa-miR-4741	MIMAT0019871	Endogenous1	24.14	21.47	27.5	20.91	24	13.93	23.69	13.51	37.33	28.35	18.75	31.7	13.57	28.32	27.06	22.66	16.89	27.31	11.99	21.89		
hsa-miR-4755-5p	hsa-miR-4755-5p	hsa-miR-4755-5p	MIMAT0019895	Endogenous1	45.59	39.11	50.67	43.13	54.26	39.01	64.31	25.6	59.29	44.41	34.19	32.97	28.11	77.09	40.59	25.59	53.09	51.75	33.78	34.21		
hsa-miR-4787-3p	hsa-miR-4787-3p	hsa-miR-4787-3p	MIMAT0019957	Endogenous1	22.8	19.94	28.95	11.76	14.61	20.9	15.23	13.51	29.64	30.24	14.34	19.02	10.66	15.73	24.53	10.97	7.24	10.06	5.45	24.63		
hsa-miR-4787-5p	hsa-miR-4787-5p	hsa-miR-4787-5p	MIMAT0019956	Endogenous1	53.64	28.37	24.61	31.36	28.17	34.83	32.15	20.62	35.13	40.63	33.09	25.36	14.54	45.63	34.67	21.93	15.68	21.56	15.26	35.58		
hsa-miR-4792	hsa-miR-4792	hsa-miR-4792	MIMAT0019964	Endogenous1	25.48	10.74	18.82	24.83	26.08	20.9	28.77	10.67	17.57	19.84	18.75	21.55	13.57	28.32	18.61	18.28	16.89	25.87	11.99	16.42		
hsa-miR-483-3p	hsa-miR-483-3p	hsa-miR-483-3p	MIMAT0002173	Endogenous1	24.14	23.77	11.58	27.44	28.17	23.69	18.61	25.6	37.33	27.4	8.82	17.75	13.57	39.33	20.3	15.35	18.1	11.5	18.53	13.68		
hsa-miR-483-5p	hsa-miR-483-5p	hsa-miR-483-5p	MIMAT0004761	Endogenous1	14.75	15.34	20.27	24.83	25.04	36.23	25.38	9.95	35.13	21.73	22.06	26.63	9.69	29.89	19.45	13.16	10.86	20.12	10.9	16.42		
hsa-miR-484	hsa-miR-484	hsa-miR-484	MIMAT0002174	Endogenous1	42.91	40.64	31.85	22.22	37.56	32.05	35.54	43.37	41.72	58.59	20.96	29.16	31.02	45.63	37.21	41.67	28.96	33.06	40.32	28.74		
hsa-miR-485-3p	hsa-miR-485-3p	hsa-miR-485-3p	MIMAT0002176	Endogenous1	54.98	56.75	47.77	35.29	30.26	51.55	40.61	39.11	54.9	44.41	24.27	34.23	25.2	34.61	41.44	34.36	33.78	27.31	23.98	45.16		
hsa-miR-485-5p	hsa-miR-485-5p	hsa-miR-485-5p	MIMAT0002175	Endogenous1	36.21	24.54	31.85	32.67	34.43	43.19	40.61	14.93	51.6	37.8	14.34	31.7	29.08	26.75	18.61	16.08	26.54	28.75	20.71	17.79		
hsa-miR-486-3p	hsa-miR-486-3p	hsa-miR-486-3p	MIMAT0004762	Endogenous1	20.11	23.01	39.08	32.67	53.21	48.77	54.15	30.57	47.21	27.4	9.93	32.97	21.33	48.77	19.45	19.74	30.16	30.19	17.44	28.74		
hsa-miR-487a-3p	hsa-miR-487a-3p	hsa-miR-487a-3p	MIMAT0002178	Endogenous1	42.91	26.84	20.27	24.83	17.74	27.87	16.92	19.2	31.84	31.18	18.75	30.43	20.36	48.77	33.83	16.08	14.48	14.37	9.81	32.84		
hsa-miR-487b-3p	hsa-miR-487b-3p	hsa-miR-487b-3p	MIMAT0003180	Endogenous1	28.16	19.94	21.71	7.84	25.04	22.29	18.61	12.8	25.25	9.45	16.54	13.95	12.6	34.61	16.07	10.97	21.72	21.56	8.72	17.79		
hsa-miR-487b-5p	hsa-miR-487b-5p	hsa-miR-487b-5p	MIMAT0026614	Endogenous1	26.82	20.7	17.37	28.75	34.43	36.23	16.92	20.62	21.96	21.73	13.24	24.09	10.66	47.2	21.14	11.7	16.89	21.56	9.81	43.79		
hsa-miR-488-3p	hsa-miR-488-3p	hsa-miR-488-3p	MIMAT0004763	Endogenous1	25.48	20.7	30.4	19.6	27.13	16.72	25.38	16.35	23.06	25.51	22.06	17.75	15.51	34.61	15.22	21.93	14.48	21.56	13.08	32.84		
hsa-miR-489-3p	hsa-miR-489-3p	hsa-miR-489-3p	MIMAT0002805	Endogenous1	46.93	22.24	14.48	23.52	19.82	19.51	15.23	18.49	34.04	25.51	15.44	16.48	14.54	39.33	17.76	16.81	20.51	18.69	13.08	28.74		
hsa-miR-490-3p	hsa-miR-490-3p	hsa-miR-490-3p	MIMAT0002806	Endogenous1	34.87	23.77	21.71	16.99	17.74	20.9	8.46	12.09	29.64	29.29	11.03	8.88	12.6	47.2	37.21	10.97	15.68	31.62	4.36	23.26		
hsa-miR-490-5p	hsa-miR-490-5p	hsa-miR-490-5p	MIMAT0004764	Endogenous1	16.09	13.04	17.37	13.07	11.48	13.93	13.54	5.69	26.35	18.9	8.82	16.48	7.75	17.31	16.91	5.12	7.24	15.81	7.63	13.68		
hsa-miR-491-3p	hsa-miR-491-3p	hsa-miR-491-3p	MIMAT0004765	Endogenous1	36.21	16.87	24.61	19.6	34.43	34.83	18.61	22.04	31.84	25.51	18.75	15.21	19.39	25.17	25.37	9.5	15.68	17.25	9.81	27.37		
hsa-miR-491-5p	hsa-miR-491-5p	hsa-miR-491-5p	MIMAT0002807	Endogenous1	20.11	9.2	31.85	27.44	27.13	30.65	25.38	10.67	26.35	19.84	17.65	30.43	12.6	22.03	21.14	9.5	13.27	33.06	17.44	27.37		
hsa-miR-492	hsa-miR-492	hsa-miR-492	MIMAT0002812	Endogenous1	20.11	9.97	24.61	20.91	24	22.29	22	13.51	19.76	17.95	14.34	13.95	17.45	11.01	10.99	10.23	10.86	15.81	7.63	15.05		
hsa-miR-493-3p	hsa-miR-493-3p	hsa-miR-493-3p	MIMAT0003161	Endogenous1	16.09	17.64	36.19	20.91	24	37.62	27.08	12.09	24.16	19.84	22.06	20.29	18.42	25.17	25.37	13.16	18.1	24.44	16.35	17.79		
hsa-miR-494-3p	hsa-miR-494-3p	hsa-miR-494-3p	MIMAT0002816	Endogenous1	1.34	1	1.45	1.31	1.04	1.39	1.69	1	1.1	1	1.1	1.27	1	1.57	1	1	1.21	1.44	1.09	1.37		
hsa-miR-494-5p	hsa-miR-494-5p	hsa-miR-494-5p	MIMAT0026607	Endogenous1	28.16	16.1	28.95	19.6	20.87	22.29	25.38	14.22	35.13	9.45	12.13	16.48	11.63	17.31	16.91	8.04	14.48	18.69	11.99	15.05		
hsa-miR-495-3p	hsa-miR-495-3p	hsa-miR-495-3p	MIMAT0002817	Endogenous1	258.81	79.75	166.47	125.46	123.12	185.31	174.3	74.66	163.6	171.99	93.75	121.72	81.42	250.16	86.26	80.42	90.49	104.93	107.89	110.84		
hsa-miR-495-5p	hsa-miR-495-5p	hsa-miR-495-5p	MIMAT0022924	Endogenous1	33.52	27.61	26.06	26.14	30.26	39.01	30.46	21.33	34.04	24.57	22.06	30.43	16.48	29.89	26.22	17.55	22.92	28.75	11.99	30.11		
hsa-miR-496	hsa-miR-496	hsa-miR-496	MIMAT0002818	Endogenous1	16.09	25.31	24.61	27.44	22.95	20.9	22	18.49	20.86	17.95	20.96	15.21	13.57	39.33	11.84	13.89	27.75	17.25	14.17	24.63		
hsa-miR-497-5p	hsa-miR-497-5p	hsa-miR-497-5p	MIMAT0002820	Endogenous1	30.84	18.4	27.5	23.52	31.3	32.05	33.84	13.51	30.74	23.62	25.37	34.23	19.39	29.89	15.22	11.7	22.92	25.87	14.17	16.42		
hsa-miR-498	hsa-miR-498	hsa-miR-498	MIMAT0002824	Endogenous1	22.8	13.04	24.61	28.75	25.04	25.08	22	7.82	21.96	22.68	14.34	19.02	14.54	26.75	16.91	11.7	15.68	11.5	10.9	24.63		
hsa-miR-499a-3p	hsa-miR-499a-3p	hsa-miR-499a-3p	MIMAT0004772	Endogenous1	29.5	33.74	24.61	31.36	37.56	27.87	25.38	17.78	37.33	28.35	16.54	15.21	16.48	39.33	14.38	16.81	10.86	15.81	15.26	24.63		
hsa-miR-499a-5p	hsa-miR-499a-5p	hsa-miR-499a-5p	MIMAT0002870	Endogenous1	101.92	57.51	131.73	75.8	59.47	103.1	120.15	60.44	105.4	88.83	40.81	74.81	54.28	119.57	82.88	61.41	51.88	53.19	69.75	104		
hsa-miR-499b-3p	hsa-miR-499b-3p	hsa-miR-499b-3p	MIMAT0019898	Endogenous1	37.55	25.31	30.4	28.75	36.52	29.26	38.92	22.04	30.74	33.07	20.96	25.36	19.39	44.05	29.6	21.93	14.48	34.5	9.81	23.26		
hsa-miR-499b-5p	hsa-miR-499b-5p	hsa-miR-499b-5p	MIMAT0019897	Endogenous1	26.82	27.61	23.16	26.14	38.6	26.47	27.08	19.91	42.82	32.13	19.85	20.29	21.33	45.63	30.45	18.28	27.75	25.87	15.26	19.16		
hsa-miR-5001-3p	hsa-miR-5001-3p	hsa-miR-5001-3p	MIMAT0021022	Endogenous1	22.8	23.01	26.06	30.06	30.26	22.29	25.38	14.22	23.06	25.51	29.78	40.57	19.39	22.03	24.53	11.7	16.89	14.37	19.62	20.53		
hsa-miR-5001-5p	hsa-miR-5001-5p	hsa-miR-5001-5p	MIMAT0021021	Endogenous1	44.25	10.74	30.4	31.36	32.34	23.69	27.08	12.09	20.86	17.95	19.85	19.02	17.45	34.61	26.22	10.23	16.89	24.44	20.71	13.68		
hsa-miR-500a-5p+hsa-miR-501-5p	hsa-miR-500a-5p+hsa-miR-501-5p	hsa-miR-500a-5p+hsa-miR-501-5p	MIMAT0004773	Endogenous1	36.21	43.71	18.82	35.29	27.13	18.11	22	37.68	39.53	36.85	30.88	31.7	29.08	22.03	49.05	33.63	25.34	33.06	27.24	45.16		
hsa-miR-501-3p	hsa-miR-501-3p	hsa-miR-501-3p	MIMAT0004774	Endogenous1	18.77	9.97	15.92	19.6	10.43	20.9	22	7.11	18.67	15.12	7.72	17.75	10.66	18.88	11.84	14.62	13.27	17.25	13.08	13.68		
