ID_REF	Probe Name	miRNA_ID	Accession	Class Name	HC1	HC2	HC3	HC4	LTB1	LTB2	LTB3	LTB4	LTB5	LTB6	DS-TB1	DS-TB2	DS-TB3	DS-TB4	DS-TB5	DS-TB6	DR-TB1	DR-TB2	DR-TB3	DR-TB4		
hsa-miR-654-3p	hsa-miR-654-3p	hsa-miR-654-3p	MIMAT0004814	Endogenous1	33.52	13.04	13.03	18.3	13.56	23.69	15.23	7.82	32.94	15.12	9.93	10.14	11.63	18.88	20.3	8.04	7.24	7.19	7.63	26		
hsa-miR-654-5p	hsa-miR-654-5p	hsa-miR-654-5p	MIMAT0003330	Endogenous1	28.16	25.31	20.27	18.3	35.47	32.05	25.38	18.49	29.64	33.07	29.78	15.21	17.45	48.77	26.22	20.47	27.75	18.69	14.17	21.89		
hsa-miR-655-3p	hsa-miR-655-3p	hsa-miR-655-3p	MIMAT0003331	Endogenous1	13.41	13.04	14.48	11.76	13.56	18.11	20.31	7.11	23.06	21.73	7.72	15.21	7.75	31.47	17.76	10.97	15.68	10.06	9.81	23.26		
hsa-miR-656-3p	hsa-miR-656-3p	hsa-miR-656-3p	MIMAT0003332	Endogenous1	64.37	34.51	37.64	35.29	41.73	39.01	35.54	19.91	46.11	42.52	23.16	20.29	40.71	70.8	28.75	19.74	31.37	25.87	7.63	38.32		
hsa-miR-660-3p	hsa-miR-660-3p	hsa-miR-660-3p	MIMAT0022711	Endogenous1	29.5	23.01	40.53	26.14	34.43	34.83	27.08	14.93	18.67	24.57	23.16	29.16	18.42	40.91	22.83	9.5	15.68	25.87	20.71	20.53		
hsa-miR-660-5p	hsa-miR-660-5p	hsa-miR-660-5p	MIMAT0003338	Endogenous1	59	74.38	52.11	49.66	68.86	47.37	55.84	94.57	52.7	47.25	61.77	41.84	73.67	59.79	71.04	59.22	36.19	67.56	49.04	47.89		
hsa-miR-661	hsa-miR-661	hsa-miR-661	MIMAT0003324	Endogenous1	40.23	23.01	49.22	36.59	53.21	33.44	32.15	16.35	31.84	35.91	40.81	31.7	27.14	36.19	20.3	17.55	22.92	38.81	26.15	16.42		
hsa-miR-663a	hsa-miR-663a	hsa-miR-663a	MIMAT0003326	Endogenous1	44.25	13.8	37.64	23.52	37.56	47.37	33.84	12.8	31.84	27.4	27.57	26.63	19.39	42.48	18.61	17.55	37.4	27.31	21.8	13.68		
hsa-miR-664a-3p	hsa-miR-664a-3p	hsa-miR-664a-3p	MIMAT0005949	Endogenous1	38.89	26.07	40.53	40.51	54.26	52.95	44	41.24	46.11	33.07	58.46	41.84	29.08	48.77	47.36	32.17	37.4	37.37	22.89	52		
hsa-miR-664b-3p	hsa-miR-664b-3p	hsa-miR-664b-3p	MIMAT0022272	Endogenous1	42.91	21.47	55.01	31.36	40.69	55.73	44	22.04	42.82	43.47	35.29	27.89	20.36	36.19	27.06	20.47	36.19	35.94	22.89	28.74		
hsa-miR-664b-5p	hsa-miR-664b-5p	hsa-miR-664b-5p	MIMAT0022271	Endogenous1	10.73	17.64	13.03	10.45	21.91	19.51	27.08	7.11	24.16	27.4	11.03	16.48	10.66	28.32	19.45	10.97	9.65	15.81	6.54	10.95		
hsa-miR-665	hsa-miR-665	hsa-miR-665	MIMAT0004952	Endogenous1	34.87	26.07	27.5	19.6	26.08	27.87	27.08	12.09	39.53	28.35	25.37	24.09	17.45	33.04	19.45	15.35	18.1	25.87	9.81	23.26		
hsa-miR-671-3p	hsa-miR-671-3p	hsa-miR-671-3p	MIMAT0004819	Endogenous1	24.14	13.8	11.58	9.15	12.52	16.72	22	9.95	20.86	17.95	7.72	10.14	7.75	28.32	20.3	14.62	7.24	2.87	8.72	15.05		
hsa-miR-671-5p	hsa-miR-671-5p	hsa-miR-671-5p	MIMAT0003880	Endogenous1	34.87	21.47	34.74	36.59	43.82	37.62	38.92	15.64	30.74	23.62	24.27	32.97	24.23	44.05	21.99	14.62	14.48	31.62	20.71	21.89		
hsa-miR-6720-3p	hsa-miR-6720-3p	hsa-miR-6720-3p	MIMAT0025851	Endogenous1	38.89	15.34	23.16	22.22	19.82	29.26	18.61	13.51	34.04	20.79	11.03	22.82	15.51	29.89	18.61	14.62	14.48	8.62	9.81	28.74		
hsa-miR-6721-5p	hsa-miR-6721-5p	hsa-miR-6721-5p	MIMAT0025852	Endogenous1	77.78	23.77	56.46	49.66	44.86	48.77	49.07	22.75	49.41	52.92	34.19	31.7	34.9	56.64	51.59	29.24	28.96	28.75	17.44	52		
hsa-miR-6724-5p	hsa-miR-6724-5p	hsa-miR-6724-5p	MIMAT0025856	Endogenous1	24.14	29.14	50.67	27.44	43.82	48.77	23.69	18.49	34.04	43.47	35.29	24.09	20.36	47.2	22.83	19.74	36.19	33.06	33.78	28.74		
hsa-miR-675-5p	hsa-miR-675-5p	hsa-miR-675-5p	MIMAT0004284	Endogenous1	32.18	24.54	18.82	14.38	29.21	27.87	23.69	24.18	52.7	34.96	12.13	15.21	13.57	42.48	27.06	19.74	9.65	15.81	16.35	24.63		
hsa-miR-7-5p	hsa-miR-7-5p	hsa-miR-7-5p	MIMAT0000252	Endogenous1	42.91	31.44	69.48	56.2	77.21	75.24	55.84	33.42	40.62	46.3	65.07	46.91	33.93	56.64	42.29	44.59	60.32	57.5	51.22	49.26		
hsa-miR-708-5p	hsa-miR-708-5p	hsa-miR-708-5p	MIMAT0004926	Endogenous1	14.75	16.1	10.13	15.68	22.95	15.33	16.92	7.82	18.67	14.17	8.82	17.75	6.79	25.17	10.99	4.39	13.27	8.62	8.72	12.32		
hsa-miR-744-5p	hsa-miR-744-5p	hsa-miR-744-5p	MIMAT0004945	Endogenous1	42.91	23.01	47.77	48.35	54.26	51.55	69.38	20.62	41.72	30.24	46.32	45.64	28.11	34.61	30.45	14.62	38.61	51.75	26.15	21.89		
hsa-miR-758-3p+hsa-miR-411-3p	hsa-miR-758-3p+hsa-miR-411-3p	hsa-miR-758-3p+hsa-miR-411-3p	MIMAT0003879	Endogenous1	45.59	20.7	23.16	23.52	17.74	27.87	27.08	15.64	49.41	31.18	20.96	10.14	7.75	26.75	22.83	10.97	20.51	21.56	11.99	21.89		
hsa-miR-758-5p	hsa-miR-758-5p	hsa-miR-758-5p	MIMAT0022929	Endogenous1	24.14	12.27	17.37	7.84	19.82	18.11	11.85	16.35	28.55	20.79	13.24	17.75	10.66	17.31	14.38	13.89	15.68	17.25	9.81	20.53		
hsa-miR-760	hsa-miR-760	hsa-miR-760	MIMAT0004957	Endogenous1	22.8	19.94	15.92	32.67	29.21	18.11	18.61	10.67	29.64	17.95	25.37	25.36	13.57	23.6	17.76	9.5	16.89	17.25	16.35	23.26		
hsa-miR-761	hsa-miR-761	hsa-miR-761	MIMAT0010364	Endogenous1	22.8	18.4	26.06	31.36	28.17	18.11	33.84	7.82	37.33	23.62	22.06	12.68	19.39	26.75	26.22	11.7	24.13	15.81	8.72	19.16		
hsa-miR-764	hsa-miR-764	hsa-miR-764	MIMAT0010367	Endogenous1	45.59	32.21	40.53	36.59	34.43	40.41	32.15	27.02	51.6	39.69	28.68	35.5	28.11	66.08	43.13	17.55	25.34	30.19	20.71	50.63		
hsa-miR-765	hsa-miR-765	hsa-miR-765	MIMAT0003945	Endogenous1	26.82	16.87	39.08	33.98	38.6	26.47	33.84	11.38	32.94	25.51	15.44	24.09	17.45	31.47	23.68	17.55	34.99	31.62	17.44	17.79		
hsa-miR-766-3p	hsa-miR-766-3p	hsa-miR-766-3p	MIMAT0003888	Endogenous1	34.87	21.47	40.53	32.67	41.73	51.55	49.07	17.06	30.74	27.4	31.99	26.63	29.08	37.76	14.38	19.01	26.54	51.75	21.8	15.05		
hsa-miR-766-5p	hsa-miR-766-5p	hsa-miR-766-5p	MIMAT0022714	Endogenous1	9.39	11.5	14.48	22.22	26.08	15.33	13.54	7.82	19.76	12.28	14.34	16.48	11.63	17.31	12.69	5.85	13.27	14.37	6.54	10.95		
hsa-miR-767-3p	hsa-miR-767-3p	hsa-miR-767-3p	MIMAT0003883	Endogenous1	20.11	12.27	13.03	6.53	15.65	22.29	16.92	7.11	24.16	20.79	17.65	17.75	10.66	18.88	13.53	7.31	9.65	14.37	5.45	15.05		
hsa-miR-767-5p	hsa-miR-767-5p	hsa-miR-767-5p	MIMAT0003882	Endogenous1	40.23	18.4	17.37	16.99	22.95	32.05	15.23	12.8	23.06	33.07	24.27	22.82	17.45	36.19	31.29	18.28	22.92	17.25	7.63	15.05		
hsa-miR-769-3p	hsa-miR-769-3p	hsa-miR-769-3p	MIMAT0003887	Endogenous1	34.87	12.27	20.27	22.22	32.34	13.93	20.31	13.51	15.37	22.68	16.54	21.55	13.57	33.04	26.22	13.16	12.06	5.75	10.9	21.89		
hsa-miR-769-5p	hsa-miR-769-5p	hsa-miR-769-5p	MIMAT0003886	Endogenous1	44.25	42.18	24.61	33.98	39.65	26.47	22	31.29	54.9	45.36	23.16	34.23	22.29	45.63	38.9	22.66	24.13	34.5	22.89	27.37		
hsa-miR-770-5p	hsa-miR-770-5p	hsa-miR-770-5p	MIMAT0003948	Endogenous1	48.28	32.21	20.27	32.67	38.6	29.26	40.61	21.33	49.41	38.74	20.96	30.43	19.39	58.21	35.52	19.01	13.27	37.37	19.62	41.05		
hsa-miR-802	hsa-miR-802	hsa-miR-802	MIMAT0004185	Endogenous1	42.91	23.01	34.74	33.98	39.65	34.83	32.15	22.75	45.02	29.29	27.57	34.23	20.36	61.36	20.3	21.93	27.75	21.56	9.81	32.84		
hsa-miR-873-3p	hsa-miR-873-3p	hsa-miR-873-3p	MIMAT0022717	Endogenous1	46.93	38.34	33.29	20.91	26.08	32.05	23.69	26.31	83.45	47.25	23.16	21.55	9.69	75.52	42.29	25.59	13.27	15.81	16.35	47.89		
hsa-miR-873-5p	hsa-miR-873-5p	hsa-miR-873-5p	MIMAT0004953	Endogenous1	14.75	15.34	24.61	15.68	15.65	13.93	25.38	16.35	18.67	12.28	15.44	22.82	8.72	20.45	12.69	9.5	14.48	14.37	9.81	12.32		
hsa-miR-874-3p	hsa-miR-874-3p	hsa-miR-874-3p	MIMAT0004911	Endogenous1	17.43	21.47	17.37	6.53	14.61	13.93	10.15	14.22	27.45	24.57	15.44	24.09	8.72	15.73	21.14	13.89	14.48	12.94	4.36	17.79		
hsa-miR-874-5p	hsa-miR-874-5p	hsa-miR-874-5p	MIMAT0026718	Endogenous1	24.14	15.34	20.27	13.07	8.35	16.72	8.46	17.78	18.67	16.06	16.54	16.48	7.75	23.6	22.83	13.89	8.45	15.81	13.08	20.53		
hsa-miR-875-3p	hsa-miR-875-3p	hsa-miR-875-3p	MIMAT0004923	Endogenous1	20.11	11.5	11.58	18.3	29.21	23.69	13.54	14.22	21.96	24.57	12.13	19.02	14.54	26.75	17.76	9.5	13.27	8.62	6.54	26		
hsa-miR-876-3p	hsa-miR-876-3p	hsa-miR-876-3p	MIMAT0004925	Endogenous1	34.87	23.77	24.61	24.83	41.73	30.65	33.84	19.91	49.41	45.36	28.68	21.55	12.6	50.35	27.06	17.55	24.13	17.25	8.72	26		
hsa-miR-876-5p	hsa-miR-876-5p	hsa-miR-876-5p	MIMAT0004924	Endogenous1	37.55	13.04	11.58	13.07	15.65	12.54	16.92	14.22	21.96	25.51	9.93	6.34	7.75	26.75	15.22	8.04	14.48	7.19	2.18	27.37		
hsa-miR-877-5p	hsa-miR-877-5p	hsa-miR-877-5p	MIMAT0004949	Endogenous1	26.82	27.61	36.19	23.52	43.82	36.23	30.46	21.33	35.13	29.29	12.13	16.48	23.26	34.61	28.75	17.55	18.1	24.44	8.72	39.68		
hsa-miR-885-3p	hsa-miR-885-3p	hsa-miR-885-3p	MIMAT0004948	Endogenous1	30.84	25.31	27.5	22.22	21.91	23.69	22	18.49	35.13	31.18	19.85	15.21	15.51	44.05	24.53	13.16	14.48	20.12	13.08	17.79		
hsa-miR-885-5p	hsa-miR-885-5p	hsa-miR-885-5p	MIMAT0004947	Endogenous1	32.18	13.8	18.82	19.6	20.87	19.51	13.54	17.78	27.45	17.95	20.96	17.75	11.63	26.75	22.83	18.28	19.3	25.87	11.99	17.79		
hsa-miR-887-3p	hsa-miR-887-3p	hsa-miR-887-3p	MIMAT0004951	Endogenous1	14.75	10.74	20.27	30.06	13.56	22.29	18.61	7.11	18.67	22.68	20.96	17.75	8.72	15.73	15.22	8.77	14.48	15.81	9.81	13.68		
hsa-miR-887-5p	hsa-miR-887-5p	hsa-miR-887-5p	MIMAT0026720	Endogenous1	29.5	15.34	43.43	30.06	37.56	48.77	20.31	17.06	31.84	24.57	25.37	26.63	19.39	29.89	26.22	15.35	18.1	21.56	18.53	20.53		
hsa-miR-888-5p	hsa-miR-888-5p	hsa-miR-888-5p	MIMAT0004916	Endogenous1	40.23	23.77	26.06	39.21	49.04	37.62	28.77	33.42	40.62	25.51	22.06	29.16	17.45	42.48	27.06	18.28	30.16	18.69	23.98	23.26		
hsa-miR-889-3p	hsa-miR-889-3p	hsa-miR-889-3p	MIMAT0004921	Endogenous1	52.3	23.77	30.4	18.3	30.26	19.51	20.31	15.64	32.94	31.18	16.54	16.48	16.48	47.2	27.91	16.08	14.48	21.56	9.81	35.58		
hsa-miR-890	hsa-miR-890	hsa-miR-890	MIMAT0004912	Endogenous1	26.82	18.4	15.92	19.6	37.56	26.47	20.31	14.22	23.06	22.68	20.96	20.29	20.36	15.73	16.91	13.16	19.3	25.87	7.63	13.68		
hsa-miR-891a-5p	hsa-miR-891a-5p	hsa-miR-891a-5p	MIMAT0004902	Endogenous1	42.91	28.37	28.95	24.83	32.34	27.87	28.77	9.95	37.33	42.52	16.54	21.55	20.36	42.48	28.75	18.28	14.48	21.56	13.08	30.11		
hsa-miR-891b	hsa-miR-891b	hsa-miR-891b	MIMAT0004913	Endogenous1	50.96	24.54	31.85	35.29	41.73	44.59	40.61	18.49	57.09	30.24	22.06	24.09	27.14	51.92	39.75	25.59	28.96	35.94	16.35	34.21		
hsa-miR-892a	hsa-miR-892a	hsa-miR-892a	MIMAT0004907	Endogenous1	28.16	12.27	20.27	26.14	24	36.23	22	12.8	15.37	20.79	13.24	19.02	9.69	14.16	14.38	8.04	21.72	34.5	11.99	13.68		
hsa-miR-892b	hsa-miR-892b	hsa-miR-892b	MIMAT0004918	Endogenous1	14.75	12.27	11.58	13.07	18.78	23.69	23.69	11.38	21.96	11.34	15.44	31.7	18.42	15.73	16.91	10.23	20.51	15.81	15.26	16.42		
hsa-miR-9-5p	hsa-miR-9-5p	hsa-miR-9-5p	MIMAT0000441	Endogenous1	29.5	32.21	24.61	33.98	50.08	27.87	37.23	30.57	37.33	34.96	33.09	25.36	40.71	34.61	23.68	29.24	34.99	31.62	35.96	27.37		
hsa-miR-922	hsa-miR-922	hsa-miR-922	MIMAT0004972	Endogenous1	49.62	16.87	30.4	35.29	54.26	32.05	45.69	12.8	40.62	31.18	19.85	35.5	18.42	42.48	31.29	13.16	26.54	25.87	11.99	24.63		
hsa-miR-924	hsa-miR-924	hsa-miR-924	MIMAT0004974	Endogenous1	9.39	12.27	14.48	13.07	20.87	13.93	11.85	7.82	16.47	16.06	6.62	17.75	11.63	18.88	8.46	5.12	8.45	10.06	6.54	19.16		
hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	hsa-miR-92a-1-5p	MIMAT0004507	Endogenous1	26.82	19.17	31.85	28.75	52.17	41.8	38.92	12.09	35.13	31.18	27.57	32.97	30.05	31.47	38.06	12.43	25.34	25.87	18.53	38.32		
hsa-miR-92a-3p	hsa-miR-92a-3p	hsa-miR-92a-3p	MIMAT0000092	Endogenous1	38.89	77.45	57.9	69.26	77.21	65.49	67.69	80.35	62.58	53.86	55.15	57.06	81.42	25.17	45.67	49.71	59.12	47.44	49.04	53.37		
hsa-miR-92b-3p	hsa-miR-92b-3p	hsa-miR-92b-3p	MIMAT0003218	Endogenous1	38.89	9.97	23.16	24.83	25.04	36.23	35.54	22.75	23.06	21.73	8.82	20.29	21.33	48.77	21.14	13.89	16.89	27.31	16.35	16.42		
hsa-miR-93-5p	hsa-miR-93-5p	hsa-miR-93-5p	MIMAT0000093	Endogenous1	433.14	902.57	461.78	507.07	447.61	404.06	411.21	1023.17	614.86	632.19	701.48	484.34	691.13	494.02	679.95	1003.73	643.06	577.86	796.64	673.26		
hsa-miR-933	hsa-miR-933	hsa-miR-933	MIMAT0004976	Endogenous1	29.5	26.07	31.85	24.83	38.6	37.62	30.46	14.93	27.45	31.18	16.54	31.7	22.29	40.91	16.07	21.2	19.3	20.12	17.44	27.37		
hsa-miR-934	hsa-miR-934	hsa-miR-934	MIMAT0004977	Endogenous1	17.43	15.34	20.27	18.3	28.17	19.51	13.54	14.22	26.35	15.12	22.06	22.82	15.51	11.01	18.61	18.28	13.27	18.69	13.08	13.68		
hsa-miR-935	hsa-miR-935	hsa-miR-935	MIMAT0004978	Endogenous1	32.18	16.87	13.03	16.99	25.04	16.72	27.08	8.53	29.64	21.73	8.82	20.29	14.54	23.6	16.07	7.31	14.48	20.12	7.63	13.68		
hsa-miR-936	hsa-miR-936	hsa-miR-936	MIMAT0004979	Endogenous1	42.91	23.77	30.4	18.3	25.04	36.23	20.31	14.93	31.84	24.57	20.96	25.36	14.54	45.63	21.99	15.35	16.89	24.44	19.62	26		
hsa-miR-937-3p	hsa-miR-937-3p	hsa-miR-937-3p	MIMAT0004980	Endogenous1	41.57	33.74	33.29	24.83	46.95	32.05	44	17.78	37.33	34.02	30.88	30.43	24.23	39.33	27.06	25.59	19.3	30.19	19.62	35.58		
hsa-miR-939-5p	hsa-miR-939-5p	hsa-miR-939-5p	MIMAT0004982	Endogenous1	42.91	32.21	37.64	31.36	44.86	61.31	33.84	24.18	36.23	30.24	23.16	27.89	29.08	37.76	21.99	14.62	34.99	23	19.62	31.47		
hsa-miR-940	hsa-miR-940	hsa-miR-940	MIMAT0004983	Endogenous1	24.14	13.8	11.58	19.6	20.87	16.72	10.15	15.64	31.84	27.4	16.54	10.14	15.51	29.89	18.61	13.89	7.24	8.62	11.99	27.37		
hsa-miR-941	hsa-miR-941	hsa-miR-941	MIMAT0004984	Endogenous1	38.89	18.4	14.48	30.06	27.13	33.44	33.84	26.31	47.21	23.62	12.13	24.09	10.66	34.61	26.22	22.66	19.3	20.12	13.08	20.53		
hsa-miR-942-3p	hsa-miR-942-3p	hsa-miR-942-3p	MIMAT0026734	Endogenous1	18.77	9.2	23.16	16.99	20.87	18.11	13.54	7.82	21.96	14.17	12.13	10.14	4.85	11.01	13.53	5.85	19.3	14.37	8.72	12.32		
hsa-miR-942-5p	hsa-miR-942-5p	hsa-miR-942-5p	MIMAT0004985	Endogenous1	22.8	19.17	40.53	27.44	31.3	34.83	23.69	14.93	40.62	24.57	22.06	29.16	15.51	25.17	23.68	11.7	26.54	18.69	22.89	28.74		
hsa-miR-944	hsa-miR-944	hsa-miR-944	MIMAT0004987	Endogenous1	22.8	23.77	5.79	6.53	13.56	13.93	10.15	13.51	26.35	21.73	4.41	10.14	4.85	20.45	19.45	8.04	6.03	4.31	8.72	21.89		
hsa-miR-95-3p	hsa-miR-95-3p	hsa-miR-95-3p	MIMAT0000094	Endogenous1	65.71	23.77	26.06	22.22	41.73	34.83	32.15	22.75	48.31	31.18	20.96	26.63	15.51	34.61	42.29	29.24	22.92	31.62	15.26	32.84		
hsa-miR-96-5p	hsa-miR-96-5p	hsa-miR-96-5p	MIMAT0000095	Endogenous1	40.23	25.31	40.53	32.67	36.52	50.16	30.46	18.49	58.19	47.25	20.96	35.5	18.42	55.07	23.68	21.93	30.16	31.62	17.44	39.68		
hsa-miR-98-3p	hsa-miR-98-3p	hsa-miR-98-3p	MIMAT0022842	Endogenous1	16.09	14.57	15.92	22.22	25.04	36.23	15.23	8.53	26.35	18.9	15.44	16.48	15.51	20.45	11.84	9.5	13.27	12.94	9.81	16.42		
hsa-miR-98-5p	hsa-miR-98-5p	hsa-miR-98-5p	MIMAT0000096	Endogenous1	265.52	447.84	317.02	277.06	352.66	280.05	373.98	428.75	307.43	369.49	384.93	319.51	434.26	229.7	289.23	402.08	434.33	439.86	734.52	257.26		
hsa-miR-99a-5p	hsa-miR-99a-5p	hsa-miR-99a-5p	MIMAT0000097	Endogenous1	25.48	19.94	33.29	22.22	37.56	41.8	27.08	13.51	24.16	24.57	18.75	43.11	26.17	25.17	16.07	12.43	31.37	31.62	15.26	23.26		
hsa-miR-99b-5p	hsa-miR-99b-5p	hsa-miR-99b-5p	MIMAT0000689	Endogenous1	28.16	22.24	15.92	13.07	26.08	20.9	11.85	18.49	50.51	28.35	14.34	17.75	1	31.47	18.61	22.66	15.68	18.69	7.63	28.74		
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
