"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-449a",-0.48558565714445,0.22072910042599,0.919885363810611,4.21947092714777,-1.25606052148306
"hsa-miR-449b-5p",-0.133944712760551,0.735093109809288,0.960072506755829,4.91199026737685,-0.342163994796671
"hsa-miR-449c-5p",-0.092127129606606,0.800074382731803,0.976129963629743,4.26462568056389,-0.255967781291403
"hsa-miR-450a-1-3p",-0.0692876196985193,0.808038336748134,0.976129963629743,4.66875172180544,-0.245551208704433
"hsa-miR-450a-2-3p",-0.132287083045651,0.676058252287034,0.948640213320057,4.52289579897413,-0.422806724860041
"hsa-miR-450a-5p",0.0156508948288518,0.965572240866181,0.991748303015441,7.66009523249494,0.0435975752862661
"hsa-miR-450b-3p",-0.0631850512126579,0.852575291001322,0.985160175988226,4.82307480783475,-0.187770568139866
"hsa-miR-450b-5p",-0.440909102768933,0.111471431414379,0.919885363810611,4.60582259892905,-1.65003137251403
"hsa-miR-4516",0.612356945707907,0.0679648674750235,0.919885363810611,7.1873883994935,1.9079883695194
"hsa-miR-451a",0.410730459604401,0.567725293225899,0.919885363810611,8.03557317216173,0.579082828980406
"hsa-miR-452-5p",-0.287715732481763,0.452910483053495,0.919885363810611,4.10616707944489,-0.762500464707683
"hsa-miR-4521",-0.202475546704905,0.593154351956481,0.919885363810611,3.88140881937057,-0.541222733084256
"hsa-miR-4524a-5p",-0.143742153792796,0.720918151185472,0.958821141076678,3.63059644279948,-0.361298191679387
"hsa-miR-4531",-0.532366004014888,0.156693275019204,0.919885363810611,4.6265766383638,-1.46027565401859
"hsa-miR-4532",-0.0689307380371238,0.84849960762732,0.985160175988226,4.07640320679105,-0.193028234527314
"hsa-miR-4536-3p",-0.0322374084563144,0.926653465271762,0.991748303015441,4.81297179835248,-0.0929909427718176
"hsa-miR-4536-5p",-0.416053388787955,0.214973412950489,0.919885363810611,6.02272724619983,-1.27236764074779
"hsa-miR-454-3p",0.118486858308093,0.676056980741974,0.948640213320057,5.83135971371659,0.422808490787235
"hsa-miR-455-3p",-0.269540951027492,0.438575837470533,0.919885363810611,3.91617628000059,-0.787206079937825
"hsa-miR-455-5p",-0.575576635095069,0.0441158736201425,0.919885363810611,4.46371202612077,-2.12013907688971
"hsa-miR-4647",-0.414115433140958,0.284490567270164,0.919885363810611,4.35274729643341,-1.09380123946415
"hsa-miR-4707-3p",-0.390161117657807,0.157096245066832,0.919885363810611,4.56556631992915,-1.45879872043258
"hsa-miR-4707-5p",-0.456092861681706,0.125253713383729,0.919885363810611,5.00178702334216,-1.58635233245773
"hsa-miR-4741",-0.0323016523833104,0.914161756464474,0.991748303015441,4.51208137880918,-0.108888769166681
"hsa-miR-4755-5p",-0.258233924184132,0.38727003766036,0.919885363810611,5.42679309669667,-0.879976030171988
"hsa-miR-4787-3p",-0.363791440153716,0.306516483647717,0.919885363810611,4.08717632380846,-1.04395466643342
"hsa-miR-4787-5p",-0.254322990170062,0.417289140214891,0.919885363810611,4.85863956535872,-0.824822241279152
"hsa-miR-4792",0.03000840831373,0.91936712700582,0.991748303015441,4.31799549683885,0.10226081110858
"hsa-miR-483-3p",-0.246793997282338,0.441409169852255,0.919885363810611,4.38013576301211,-0.7822845066222
"hsa-miR-483-5p",0.0327517790793355,0.922541282637011,0.991748303015441,4.32054633872176,0.0982214936758664
"hsa-miR-484",-0.00512547167719646,0.984163234116633,0.991748303015441,5.1774210398812,-0.0200496717210847
"hsa-miR-485-3p",-0.576137562730755,0.0276090115361286,0.919885363810611,5.27371140888237,-2.33961192362103
"hsa-miR-485-5p",-0.490321673882543,0.113516170148078,0.919885363810611,4.81986886484136,-1.64018334942073
"hsa-miR-486-3p",-0.282088553867949,0.403680981223332,0.919885363810611,4.91863985467796,-0.849500537976539
"hsa-miR-487a-3p",-0.0812572043764233,0.808657467776896,0.976129963629743,4.59699074498324,-0.244742578949612
"hsa-miR-487b-3p",-0.12099628067198,0.738909572863611,0.960341757565409,4.17355355072182,-0.337034686189843
"hsa-miR-487b-5p",-0.291156977494612,0.444547132979221,0.919885363810611,4.48246625695024,-0.776856132924244
"hsa-miR-488-3p",-0.210182458831029,0.456870984192676,0.919885363810611,4.47295379682108,-0.755757775098409
"hsa-miR-489-3p",-0.36529207519586,0.261481459735864,0.919885363810611,4.44356624040225,-1.14892827818858
"hsa-miR-490-3p",-0.436268160404431,0.367202819141113,0.919885363810611,4.2579068306436,-0.918401025109889
"hsa-miR-490-5p",-0.39285803474699,0.27893451882104,0.919885363810611,3.73883270284777,-1.10680830870225
"hsa-miR-491-3p",-0.355845513300152,0.252212649894735,0.919885363810611,4.46607759205049,-1.17213898662565
"hsa-miR-491-5p",-0.179997055724288,0.619944974932133,0.944114675564583,4.40700424220766,-0.502179077417966
"hsa-miR-492",-0.462531623575073,0.0962510221626232,0.919885363810611,4.0317296581973,-1.72853284062597
"hsa-miR-493-3p",-0.0842238848966801,0.769872556851192,0.96597217038876,4.46018541709789,-0.295744705736108
"hsa-miR-494-3p",-0.0793207851983406,0.693054190934327,0.948640213320057,1.14324629527076,-0.399321312136673
"hsa-miR-494-5p",-0.71859375523181,0.0251346575580619,0.919885363810611,4.17117940603251,-2.38247513349187
"hsa-miR-495-3p",-0.408878927729202,0.235561524686058,0.919885363810611,6.95842074263317,-1.21547576332661
"hsa-miR-495-5p",-0.274055948125894,0.313419973625892,0.919885363810611,4.73560423313416,-1.0288540186361
"hsa-miR-496",-0.371413860065138,0.203515994759051,0.919885363810611,4.38749441785532,-1.30585117128547
"hsa-miR-497-5p",-0.205736803498668,0.504221064683828,0.919885363810611,4.57949873418266,-0.677664090310313
"hsa-miR-498",-0.348723929875507,0.282866354241201,0.919885363810611,4.2458631896887,-1.09758457913383
"hsa-miR-499a-3p",-0.650942389530162,0.0309615552139629,0.919885363810611,4.55027294814156,-2.28682529195608
"hsa-miR-499a-5p",-0.353433063406946,0.264830277376717,0.919885363810611,6.28027804380861,-1.14069094507818
"hsa-miR-499b-3p",-0.217601531725559,0.464859799045024,0.919885363810611,4.77691212229746,-0.742262043744835
"hsa-miR-499b-5p",-0.0713157594117879,0.795834552873066,0.976129963629743,4.73970386366868,-0.261525030326317
"hsa-miR-5001-3p",-0.128798461392609,0.644491195673927,0.948041574808431,4.53912953017054,-0.467086976965566
"hsa-miR-5001-5p",-0.373678657813662,0.291024126333109,0.919885363810611,4.47052249224849,-1.078736951827
"hsa-miR-500a-5p+hsa-miR-501-5p",-0.0107619556223941,0.970196659260661,0.991748303015441,5.00098460544896,-0.0377383285005849
"hsa-miR-501-3p",-0.241859936151633,0.428460691543266,0.919885363810611,3.92997108970363,-0.804936751184792
"hsa-miR-5010-3p",-0.0759137321279031,0.825531760382338,0.97800867389746,4.16321593803961,-0.222765407399996
"hsa-miR-5010-5p",-0.507022532890314,0.119126617848821,0.919885363810611,4.0380112981476,-1.61390273460774
