"miRNA","logFC","P.Value","adj.P.Val","AveExpr","t"
"hsa-miR-4787-5p",-0.642737730243797,0.068653327859099,0.609467853313963,4.85863956535872,-1.90290853404709
"hsa-miR-4792",-0.137261093277484,0.673045052287047,0.849825872982696,4.31799549683885,-0.426995308476613
"hsa-miR-483-3p",-0.425646813740753,0.229561271900092,0.649537962771678,4.38013576301211,-1.23165450722972
"hsa-miR-483-5p",-0.361301861700092,0.332098254377675,0.695016846512226,4.32054633872176,-0.989125082002089
"hsa-miR-484",-0.038354996361611,0.89215893881141,0.962084909691224,5.1774210398812,-0.136963470199593
"hsa-miR-485-3p",-0.583328019953282,0.040373276824398,0.609467853313963,5.27371140888237,-2.16241900719371
"hsa-miR-485-5p",-0.41326574665325,0.218628817806848,0.63957202135211,4.81986886484136,-1.26197309301908
"hsa-miR-486-3p",-0.0899715306707112,0.806669924945265,0.916439571452625,4.91863985467796,-0.247339045181009
"hsa-miR-487a-3p",-0.73698942359104,0.0535438277059522,0.609467853313963,4.59699074498324,-2.02636785721756
"hsa-miR-487b-3p",-0.0972437386066884,0.806721813506072,0.916439571452625,4.17355355072182,-0.247271237604682
"hsa-miR-487b-5p",-0.188898778256763,0.649429375481026,0.834532434193009,4.48246625695024,-0.460099670605799
"hsa-miR-488-3p",-0.289864404922046,0.350498105770731,0.699243721012608,4.47295379682108,-0.951459748346236
"hsa-miR-489-3p",-0.313345210461089,0.376895708849013,0.715603915430122,4.44356624040225,-0.899673867701156
"hsa-miR-490-3p",-0.589783494856857,0.267822969987738,0.670158901343609,4.2579068306436,-1.13339380057211
"hsa-miR-490-5p",-0.455337221971758,0.252637907813229,0.670158901343609,3.73883270284777,-1.17106041650342
