"Gene","Degree","Betweenness","Closeness","Eigenvector"
"ATG16L1",12,0.00430143991163933,0.314011069035829,0.0637445293905057
"HTRA2",12,0.00225949946833418,0.304090267983075,0.0630063258510555
"RBCK1",12,0.00261796729903368,0.287007454739084,0.0622921734807836
"SETBP1",12,0.00244477393209779,0.304347826086957,0.0580690626166291
"WDR76",12,0.00195328786891738,0.301876225147018,0.0568022669695043
"MTR",12,0.00569206281160342,0.292537313432836,0.0553144710640805
"WDR82",12,0.00179053348273859,0.291982665222102,0.0498940806573913
"POLH",12,0.00217420257322572,0.292537313432836,0.0418326214076154
"STX4",12,0.0036810830191546,0.298037047276749,0.0400221398085637
"MGA",12,0.00103310743760304,0.282198952879581,0.0396687819859095
"PRKAG1",12,0.00154258282847183,0.285638579756227,0.0386131926888977
"PLXNA1",12,0.00395904758513901,0.284808454425363,0.0272307644067526
"SESN1",12,0.00324565730174458,0.276978417266187,0.0262551298015467
"ATXN2",12,0.00351304213019611,0.301285634432644,0.0253440361557026
"TRAP1",12,0.0037678424908923,0.284658040665434,0.0214371973060064
"TCERG1",12,0.00116225276280619,0.271810388300555,0.0186782392639072
"GLB1",12,0.00222118689410204,0.271947527749748,0.0186528038325933
"LSM10",12,0.000372697497218196,0.264929958220693,0.0169834931297248
"AGK",12,0.00559065939049448,0.277120822622108,0.0152218137182077
"RPGRIP1L",12,0.0014008344477184,0.282420749279539,0.0148862406709083
"TOMM70",12,0.00356026006003216,0.275562372188139,0.0109930334402138
"ADGRL1",12,0.00899173747593878,0.264021552779819,0.00622016763752688
"ATP6V0E1",12,0.000938923141248828,0.259946949602122,0.00575517990735359
"SIRPG",11,6.78981726256626e-06,0.277477477477477,0.277375217463261
"BID",11,0.00217702250683827,0.303833145434047,0.0937049874958908
"AP2S1",11,0.0024890954224427,0.290018832391714,0.0912027042814758
"MTA3",11,0.000247449817162509,0.296479647964796,0.0806279173013756
"GNA15",11,0.00556218370224098,0.302894071368362,0.0746575720273847
"ORC2",11,0.00194213089024358,0.291036717062635,0.0742842886949551
"RRAS2",11,0.00108987091695901,0.285638579756227,0.0731859620011231
"EPHA1",11,0.00213789416928738,0.297215329473394,0.0703646471144639
"FBXW8",11,0.00914852315783101,0.318181818181818,0.0596385396723558
"GHRL",11,0.00213886030413739,0.295666483817883,0.0555106151316225
"TMEM59",11,0.00330060544393604,0.290409482758621,0.0546282995302699
"MLLT10",11,0.00110011706048749,0.29269617159924,0.053412104868202
"YEATS2",11,0.0010522846889284,0.288543897216274,0.0512298057728777
"LY96",11,0.00205793590112377,0.279202279202279,0.0483858022018995
"ING5",11,0.00673997795766926,0.301117318435754,0.0475679845237584
"CTSA",11,0.00486113142875071,0.286625897367721,0.0291301561005812
"SYNE1",11,0.00454000973335748,0.293173782975252,0.0282072695779641
"RRN3",11,0.00206557839810325,0.290879654614139,0.0262818565494439
